manufacturer	device_type	firmware_version	mask	description
KAM	22	11	16	Flow sensor V1, Datacomm error, signal too low or wrong flow direction
KAM	22	11	32	Temperature sensor T3 outside measuring range
KAM	22	11	64	Leak in the cold-water system
KAM	22	11	128	Time for battery change (or Flow sensor V2, Wrong meter factor)
KAM	22	11	256	Leak in the heating system
KAM	22	11	512	Burst in the heating system
KAM	22	11	1024	Flow sensor V2, Datacomm error, signal too low or wrong flow direction
KAM	22	11	2048	Flow sensor V1, Wrong meter factor
KAM	22	11	4096	Flow sensor V1, Signal too low (Air)
KAM	22	11	8192	Flow sensor V2, Signal too low (Air)
KAM	22	11	16384	Flow sensor V1, Wrong flow direction
KAM	22	11	32768	Flow sensor V2, Wrong flow direction
KAM	22	15	1	Supply voltage has been cut off
KAM	22	15	2	Flow sensor error
KAM	22	15	4	Temperature sensor T2 outside measuring range
KAM	22	15	8	Temperature sensor T1 outside measuring range
KAM	22	15	16	Flow sensor V1, Datacomm error, signal too low or wrong flow direction
KAM	22	15	32	Temperature sensor T3 outside measuring range
KAM	22	15	64	Leak in the cold-water system
KAM	22	15	128	Time for battery change (or Flow sensor V2, Wrong meter factor)
KAM	22	15	256	Leak in the heating system
KAM	22	15	512	Burst in the heating system
KAM	22	15	1024	Flow sensor V2, Datacomm error, signal too low or wrong flow direction
KAM	22	15	2048	Flow sensor V1, Wrong meter factor
KAM	22	15	4096	Flow sensor V1, Signal too low (Air)
KAM	22	15	8192	Flow sensor V2, Signal too low (Air)
KAM	22	15	16384	Flow sensor V1, Wrong flow direction
KAM	22	15	32768	Flow sensor V2, Wrong flow direction
KAM	22	17	1	Supply voltage has been cut off
KAM	22	17	2	Flow sensor error
KAM	22	17	4	Temperature sensor T2 outside measuring range
KAM	22	17	8	Temperature sensor T1 outside measuring range
KAM	22	17	16	Flow sensor V1, Datacomm error, signal too low or wrong flow direction
KAM	22	17	32	Temperature sensor T3 outside measuring range
KAM	22	17	64	Leak in the cold-water system
KAM	22	17	128	Time for battery change (or Flow sensor V2, Wrong meter factor)
KAM	22	17	256	Leak in the heating system
KAM	22	17	512	Burst in the heating system
KAM	22	17	1024	Flow sensor V2, Datacomm error, signal too low or wrong flow direction
KAM	22	17	2048	Flow sensor V1, Wrong meter factor
KAM	22	17	4096	Flow sensor V1, Signal too low (Air)
KAM	22	17	8192	Flow sensor V2, Signal too low (Air)
KAM	22	17	16384	Flow sensor V1, Wrong flow direction
KAM	22	17	32768	Flow sensor V2, Wrong flow direction
ACW	4	9	1	Tin error
ACW	4	9	2	Tout error
ACW	4	9	4	Sensors inverted error
ACW	4	9	8	A/D converter error
ACW	4	9	16	Back-flow error
ACW	4	9	32	Air in pipe error
ACW	4	9	64	Overflow error
ACW	4	9	128	US flow error
ACW	4	9	256	Dirty transducers
ACW	4	9	512	Very dirty transducers
ACW	4	9	1024	MicroCom communication error
ACW	4	9	2048	Flow meter tamper
ACW	4	9	4096	No flow during 24 hours with Dt>15Â°C
ACW	4	9	8192	No flow during 2 hours error
ACW	4	9	16384	Options
ACW	4	10	1	Tin error
ACW	4	10	2	Tout error
ACW	4	10	4	Sensors inverted error
ACW	4	10	8	A/D converter error
ACW	4	10	16	Back-flow error
ACW	4	10	32	Air in pipe error
ACW	4	10	64	Overflow error
ACW	4	10	128	US flow error
ACW	4	10	256	Dirty transducers
ACW	4	10	512	Very dirty transducers
ACW	4	10	1024	MicroCom communication error
ACW	4	10	2048	Flow meter tamper
ACW	4	10	4096	No flow during 24 hours with Dt>15Â°C
ACW	4	10	8192	No flow during 2 hours error
ACW	4	10	16384	Options
ACW	4	11	1	Tin error
ACW	4	11	2	Tout error
ACW	4	11	4	Sensors inverted error
ACW	4	11	8	A/D converter error
ACW	4	11	16	Back-flow error
ACW	4	11	32	Air in pipe error
ACW	4	11	64	Overflow error
ACW	4	11	128	US flow error
ACW	4	11	256	Dirty transducers
ACW	4	11	512	Very dirty transducers
ACW	4	11	1024	MicroCom communication error
ACW	4	11	2048	Flow meter tamper
ACW	4	11	4096	No flow during 24 hours with Dt>15Â°C
ACW	4	11	8192	No flow during 2 hours error
ACW	4	11	16384	Options
ACW	12	9	1	Tin error
ACW	12	9	2	Tout error
ACW	12	9	4	Sensors inverted error
ACW	12	9	8	A/D converter error
ACW	12	9	16	Back-flow error
ACW	12	9	32	Air in pipe error
ACW	12	9	64	Overflow error
ACW	12	9	128	US flow error
ACW	12	9	256	Dirty transducers
ACW	12	9	512	Very dirty transducers
ACW	12	9	1024	MicroCom communication error
ACW	12	9	2048	Flow meter tamper
ACW	12	9	4096	No flow during 24 hours with Dt>15Â°C
ACW	12	9	8192	No flow during 2 hours error
ACW	12	9	16384	Options
ACW	12	10	1	Tin error
ACW	12	10	2	Tout error
ACW	12	10	4	Sensors inverted error
ACW	12	10	8	A/D converter error
ACW	12	10	16	Back-flow error
ACW	12	10	32	Air in pipe error
ACW	12	10	64	Overflow error
ACW	12	10	128	US flow error
ACW	12	10	256	Dirty transducers
ACW	12	10	512	Very dirty transducers
ACW	12	10	1024	MicroCom communication error
ACW	12	10	2048	Flow meter tamper
ACW	12	10	4096	No flow during 24 hours with Dt>15Â°C
ACW	12	10	8192	No flow during 2 hours error
ACW	12	10	16384	Options
ACW	12	11	1	Tin error
ACW	12	11	2	Tout error
ACW	12	11	4	Sensors inverted error
ACW	12	11	8	A/D converter error
ACW	12	11	16	Back-flow error
ACW	12	11	32	Air in pipe error
ACW	12	11	64	Overflow error
ACW	12	11	128	US flow error
ACW	12	11	256	Dirty transducers
ACW	12	11	512	Very dirty transducers
ACW	12	11	1024	MicroCom communication error
ACW	12	11	2048	Flow meter tamper
ACW	12	11	4096	No flow during 24 hours with Dt>15Â°C
ACW	12	11	8192	No flow during 2 hours error
ACW	12	11	16384	Options
ACW	13	9	1	Tin error
ACW	13	9	2	Tout error
ACW	13	9	4	Sensors inverted error
ACW	13	9	8	A/D converter error
ACW	13	9	16	Back-flow error
ACW	13	9	32	Air in pipe error
ACW	13	9	64	Overflow error
ACW	13	9	128	US flow error
ACW	13	9	256	Dirty transducers
ACW	13	9	512	Very dirty transducers
ACW	13	9	1024	MicroCom communication error
ACW	13	9	2048	Flow meter tamper
ACW	13	9	4096	No flow during 24 hours with Dt>15Â°C
ACW	13	9	8192	No flow during 2 hours error
ACW	13	9	16384	Options
ACW	13	10	1	Tin error
ACW	13	10	2	Tout error
ACW	13	10	4	Sensors inverted error
ACW	13	10	8	A/D converter error
ACW	13	10	16	Back-flow error
ACW	13	10	32	Air in pipe error
ACW	13	10	64	Overflow error
ACW	13	10	128	US flow error
ACW	13	10	256	Dirty transducers
ACW	13	10	512	Very dirty transducers
ACW	13	10	1024	MicroCom communication error
ACW	13	10	2048	Flow meter tamper
ACW	13	10	4096	No flow during 24 hours with Dt>15Â°C
ACW	13	10	8192	No flow during 2 hours error
ACW	13	10	16384	Options
ACW	13	11	1	Tin error
ACW	13	11	2	Tout error
ACW	13	11	4	Sensors inverted error
ACW	13	11	8	A/D converter error
ACW	13	11	16	Back-flow error
ACW	13	11	32	Air in pipe error
ACW	13	11	64	Overflow error
ACW	13	11	128	US flow error
ACW	13	11	256	Dirty transducers
ACW	13	11	512	Very dirty transducers
ACW	13	11	1024	MicroCom communication error
ACW	13	11	2048	Flow meter tamper
ACW	13	11	4096	No flow during 24 hours with Dt>15Â°C
ACW	13	11	8192	No flow during 2 hours error
ACW	13	11	16384	Options
